Depot code,Route,Freight,acedns,date,Transport mode,Capacity,State code
4000D,"Sohela",61992,Y,29/06/2018,Truck,21,OR
1000D,"Basirhat",9575,Y,29/06/2018,Truck,7.5,WB
1000D,"Sahjanwa",41600,Y,29/06/2018,Truck,16,UPE
4000D,"RATLAM",73000,Y,29/06/2018,Truck,20,MP
4000D,"Amravati",42000,Y,29/06/2018,Truck,16,MH
1000D,"Muzaffarpur",38400,Y,29/06/2018,Truck,16,BR
1000D,"Agra",41600,Y,29/06/2018,Truck,16,UPW
1000D,"Parwanoo",59200,Y,29/06/2018,Truck,16,HP
4000D,"Adilabad",32000,Y,29/06/2018,Truck,16,TG
1000D,"Dhuliyan",18500,Y,29/06/2018,Truck,16,WB
1000D,"Kanchrapara",8512,Y,29/06/2018,Truck,7.5,WB
4000D,"Nasik",42000,Y,29/06/2018,Truck,16,MH
9110,"Krishnanagar",4601,Y,29/06/2018,Truck,4.5,WB
9417KA,"Delhi",1608,Y,29/06/2018,Truck,2.8,DL
4000D,"Kurnool",17600,Y,29/06/2018,Truck,16,AP
1000D,"Patna",34000,Y,29/06/2018,Truck,16,BR
1000D,"Ghaziabad",46400,Y,29/06/2018,Truck,16,UPW
1000D,"Katihar",36800,Y,29/06/2018,Truck,16,BR
4000D,"Vasi",44096,Y,29/06/2018,Truck,16,MH
1000D,"Pratapgarh",38966,Y,29/06/2018,Truck,16,UPE
1000D,"Baruipur",7875,Y,29/06/2018,Truck,7.5,WB
4000D,"Vizianagram",26500,Y,29/06/2018,Truck,10,AP
9417,"West Delhi",1608,Y,29/06/2018,Truck,2.8,DL
1000D,"Dehradun",67000,Y,29/06/2018,Truck,20,UK
4000D,"Mettupally",22500,Y,29/06/2018,Truck,10,TG
1000D,"Kalna",18000,Y,29/06/2018,Truck,16,WB
1000D,"Saharanpur",50400,Y,29/06/2018,Truck,16,UPW
1000D,"Supaul",40550,Y,29/06/2018,Truck,16,BR
1000D,"Howrah",6893,Y,29/06/2018,Truck,7.5,WB
1000D,"Tufanganj",43200,Y,29/06/2018,Truck,16,WB
1000D,"Robertsganj",37728,Y,29/06/2018,Truck,16,UPE
4000D,"Amadavalasa",36800,Y,29/06/2018,Truck,16,AP
4000D,"Rayadurg",17900,Y,29/06/2018,Truck,10,AP
9108,"Agartala",58000,Y,29/06/2018,Truck,20,TR
1000D,"Krishnanagar",17500,Y,29/06/2018,Truck,16,WB
4000D,"Satara",50505,Y,29/06/2018,Truck,21,MH
1000D,"Karnal",50176,Y,29/06/2018,Truck,16,HR
1000D,"Islampur",32800,Y,29/06/2018,Truck,16,WB
1000D,"Jalpaiguri",39200,Y,29/06/2018,Truck,16,WB
1000D,"ARA",35200,Y,29/06/2018,Truck,16,BR
1000D,"Mahanar",39838,Y,29/06/2018,Truck,16,BR
1000D,"Baliya",39200,Y,29/06/2018,Truck,16,UPE
