Depot code,Route,Freight,acedns,date,Transport mode,Capacity,State code
1000D,"Narkatiaganj",46240,Y,24/08/2018,Truck,16,BR
4000D,"Jedimetla",28000,Y,21/08/2018,Truck,16,TG
4000D,"Katedan",27800,Y,21/08/2018,Truck,16,TG
4000D,"Samseergunj",28000,Y,21/08/2018,Truck,16,TG
4000D,"R.C.Puram",29000,Y,21/08/2018,Truck,16,TG
4000D,"MALEKPET",25500,Y,21/08/2018,Truck,16,TG
4000D,"Nagpur",48000,Y,21/08/2018,Truck,21,MH
1000D,"Kushinagar",44800,Y,20/08/2018,Truck,16,UPE
1000D,"Rajapur",60800,Y,20/08/2018,Truck,16,MH
4000D,"Narsipatnam",26241,Y,20/08/2018,Truck,16,AP
1000D,"Raigad",62400,Y,20/08/2018,Truck,16,MH
9405,"Gajrolla",6500,Y,18/08/2018,Truck,9,UPW
4000D,"Yavatmal",41500,Y,17/08/2018,Truck,16,MH
1000D,"Chanditala",8000,Y,15/08/2018,Truck,7.5,WB
1000D,"Borehat",10120,Y,15/08/2018,Truck,7.5,WB
1000D,"Nalhati",10350,Y,15/08/2018,Truck,7.5,WB
1000D,"Diamond Harbour",10000,Y,15/08/2018,Truck,7.5,WB
1000D,"Bhangore",10500,Y,15/08/2018,Truck,7.5,WB
1000D,"Raipur",8906,Y,15/08/2018,Truck,7.5,WB
1000D,"Dharampur",10000,Y,15/08/2018,Truck,7.5,WB
1000D,"Beldanga",11500,Y,15/08/2018,Truck,7.5,WB
1000D,"Batanagar",10500,Y,15/08/2018,Truck,7.5,WB
1000D,"Majdia",10925,Y,15/08/2018,Truck,7.5,WB
1000D,"Janai Road Station",8000,Y,15/08/2018,Truck,7.5,WB
1000D,"Purba Mednipur",6500,Y,15/08/2018,Truck,7.5,WB
1000D,"Keranitola",7400,Y,15/08/2018,Truck,7.5,WB
1000D,"Kamarkundu",8000,Y,15/08/2018,Truck,7.5,WB
1000D,"Jangipur",11500,Y,15/08/2018,Truck,7.5,WB
1000D,"Khargram",12000,Y,15/08/2018,Truck,7.5,WB
1000D,"Karimpur",10925,Y,15/08/2018,Truck,7.5,WB
1000D,"Strand Road",8200,Y,15/08/2018,Truck,7.5,WB
1000D,"Berachampa",10000,Y,15/08/2018,Truck,7.5,WB
1000D,"Plassey",10925,Y,15/08/2018,Truck,7.5,WB
1000D,"Kandi",12000,Y,15/08/2018,Truck,7.5,WB
1000D,"Domkol",12000,Y,15/08/2018,Truck,7.5,WB
1000D,"Katwa",8625,Y,15/08/2018,Truck,7.5,WB
1000D,"Khagra",12000,Y,15/08/2018,Truck,7.5,WB
1000D,"North Bawali",10500,Y,15/08/2018,Truck,7.5,WB
1000D,"Aurangabad (WB)",12000,Y,15/08/2018,Truck,7.5,WB
1000D,"Nasaratpur",9125,Y,15/08/2018,Truck,7.5,WB
4000D,"Vizianagram",34000,Y,14/08/2018,Truck,16,AP
4000D,"Chandrapur",57000,Y,14/08/2018,Truck,21,MH
1000D,"Chakdaha",9600,Y,14/08/2018,Truck,7.5,WB
1000D,"Duttapuliya",9200,Y,14/08/2018,Truck,7.5,WB
4000D,"GADCHIROLI",45000,Y,14/08/2018,Truck,16,MH
4000D,"Wadsa",48600,Y,14/08/2018,Truck,16,MH
1000D,"Ranaghat",9200,Y,14/08/2018,Truck,7.5,WB
4000D,"Ankapalle",29746,Y,10/08/2018,Truck,16,AP
1000D,"Malda",12422,Y,10/08/2018,Truck,7.5,WB
4000D,"Aurangabad (MH)",39000,Y,09/08/2018,Truck,16,MH
4000D,"GULLABAGH",24000,Y,09/08/2018,Truck,16,BR
9116,"Agartala",40000,Y,09/08/2018,Truck,20,TR
4000D,"Bhubaneswar",54000,Y,09/08/2018,Truck,21,OR
4000D,"Malegaon",49000,Y,09/08/2018,Truck,21,MH
4000D,"Chennai",12600,Y,09/08/2018,Truck,16,TN
1000D,"Bishnupur",8672,Y,09/08/2018,Truck,7.5,WB
4000D,"Kurla",57420,Y,09/08/2018,Truck,21,MH
4000D,"Vissannapet",24000,Y,09/08/2018,Truck,16,AP
4000D,"Begumbazar",22500,Y,09/08/2018,Truck,16,TG
4000D,"Cuttack",64000,Y,09/08/2018,Truck,25,OR
4000D,"Manchirial",27407,Y,09/08/2018,Truck,16,TG
4000D,"Kolkata",84000,Y,09/08/2018,Truck,21,WB
4000D,"Jagtiyal",27000,Y,09/08/2018,Truck,16,TG
4000D,"Nandigana",17640,Y,09/08/2018,Truck,16,AP
1000D,"Purnia",32960,Y,08/08/2018,Truck,16,BR
1000D,"Chitrakut",37920,Y,08/08/2018,Truck,16,UPE
4000D,"Adone",15800,Y,08/08/2018,Truck,10,AP
4000D,"Guntur",9500,Y,08/08/2018,Truck,10,AP
4000D,"Vijayawada",12000,Y,08/08/2018,Truck,10,AP
4000D,"Machilipatnam",19300,Y,08/08/2018,Truck,16,AP
1000D,"MANDLA",43600,Y,08/08/2018,Truck,16,MP
1000D,"Jaora",52496,Y,08/08/2018,Truck,16,MP
1000D,"Saiyadraja",31360,Y,08/08/2018,Truck,16,UPE
4000D,"Kurnool",15800,Y,08/08/2018,Truck,10,AP
4000D,"Chilakaluru",10890,Y,08/08/2018,Truck,10,AP
4000D,"Madurai",33000,Y,08/08/2018,Truck,16,TN
5000D,"Gwalior",80220,Y,08/08/2018,Truck,21,MP
1000D,"Tumsar(Bhandara)",34544,Y,08/08/2018,Truck,16,MH
1000D,"Gulburga",54400,Y,08/08/2018,Truck,16,KA
1000D,"Ballia",37920,Y,08/08/2018,Truck,16,UPE
4000D,"Ahmednagar",35640,Y,08/08/2018,Truck,16,MH
4000D,"Vijaywada",19500,Y,08/08/2018,Truck,16,AP
4000D,"Hyderabad",22500,Y,08/08/2018,Truck,16,TG
4000D,"Solpur",34300,Y,08/08/2018,Truck,16,MH
1000D,"KANNAUJ",43520,Y,08/08/2018,Truck,16,UPE
1000D,"KHAMGAON",44544,Y,08/08/2018,Truck,16,MH
1000D,"Sharanpaur",46080,Y,08/08/2018,Truck,16,UPW
4000D,"Solapur",34300,Y,08/08/2018,Truck,16,MH
4000D,"Rajapur",63270,Y,08/08/2018,Truck,21,MH
4000D,"Bijapur",24000,Y,08/08/2018,Truck,10,KA
4000D,"Thirupati",13000,Y,08/08/2018,Truck,16,AP
1000D,"ROHTAS",45000,Y,08/08/2018,Truck,20,BR
1000D,"Tumsar",34544,Y,08/08/2018,Truck,16,MH
1000D,"Yavatmal",38080,Y,08/08/2018,Truck,16,MH
1000D,"Sarai(Hazipur)",37920,Y,08/08/2018,Truck,16,BR
4000D,"Machalipatnam",19300,Y,08/08/2018,Truck,16,AP
4000D,"Posta",93100,Y,08/08/2018,Truck,21,WB
4000D,"Howrah",65572,Y,08/08/2018,Truck,16,WB
4000D,"Siddipet",25000,Y,08/08/2018,Truck,16,TG
1000D,"JAYANTGARH",23360,Y,08/08/2018,Truck,16,JH
1000D,"Dehri",33760,Y,07/08/2018,Truck,16,BR
1000D,"Ghazipur",36640,Y,07/08/2018,Truck,16,UPE
1000D,"Phuentsholing",46400,Y,07/08/2018,Truck,16,BH
1000D,"Chakradharpur",25600,Y,07/08/2018,Truck,16,JH
1000D,"Bagha",50400,Y,07/08/2018,Truck,16,BR
1000D,"Bhatinda",51520,Y,07/08/2018,Truck,16,PB
1000D,"West Champaran",46160,Y,07/08/2018,Truck,16,BR
4000D,"Visakhapatnam",26814,Y,06/08/2018,Truck,16,AP
1000D,"Kalna",8625,Y,05/08/2018,Truck,7.5,WB
1000D,"Sonamukhi",9125,Y,05/08/2018,Truck,7.5,WB
1000D,"Guskara",9085,Y,05/08/2018,Truck,7.5,WB
1000D,"Howrah",7500,Y,05/08/2018,Truck,7.5,WB
1000D,"Domjur",7200,Y,05/08/2018,Truck,7.5,WB
1000D,"24 Pgs (North )",10000,Y,05/08/2018,Truck,7.5,WB
1000D,"Dhuliyan",11500,Y,05/08/2018,Truck,7.5,WB
1000D,"Ghatal",5775,Y,05/08/2018,Truck,7.5,WB
1000D,"Asansol",10120,Y,05/08/2018,Truck,7.5,WB
1000D,"East Midnapur",5357,Y,05/08/2018,Truck,7.5,WB
1000D,"Gaighata",7665,Y,05/08/2018,Truck,7.5,WB
1000D,"Gopalnagar",10000,Y,05/08/2018,Truck,7.5,WB
1000D,"Kamarhati",7500,Y,05/08/2018,Truck,7.5,WB
1000D,"Kolkata",8200,Y,05/08/2018,Truck,7.5,WB
1000D,"Rupnarayanpur",10120,Y,05/08/2018,Truck,7.5,WB
1000D,"Kirnahar",10350,Y,05/08/2018,Truck,7.5,WB
1000D,"Tarakeswar",8000,Y,05/08/2018,Truck,7.5,WB
1000D,"Charabarh",6094,Y,05/08/2018,Truck,7.5,WB
1000D,"Sainthia",9775,Y,05/08/2018,Truck,7.5,WB
1000D,"Nandkumar",4400,Y,05/08/2018,Truck,7.5,WB
1000D,"Durgapur",9085,Y,05/08/2018,Truck,7.5,WB
1000D,"Salar",10120,Y,05/08/2018,Truck,7.5,WB
1000D,"Shantipur",10120,Y,05/08/2018,Truck,7.5,WB
1000D,"Burdwan",8510,Y,05/08/2018,Truck,7.5,WB
1000D,"Barakar",10350,Y,05/08/2018,Truck,7.5,WB
1000D,"24 Pgs (South)",10500,Y,05/08/2018,Truck,7.5,WB
1000D,"Baidyabati",8000,Y,05/08/2018,Truck,7.5,WB
1000D,"Contai",5775,Y,05/08/2018,Truck,7.5,WB
1000D,"Hooghly",7300,Y,05/08/2018,Truck,7.5,WB
1000D,"Daspur",5895,Y,05/08/2018,Truck,7.5,WB
1000D,"Krishnanagar",10350,Y,05/08/2018,Truck,7.5,WB
1000D,"Tamluk",5400,Y,05/08/2018,Truck,7.5,WB
1000D,"Burnpur",10120,Y,05/08/2018,Truck,7.5,WB
1000D,"Raniganj",9775,Y,05/08/2018,Truck,7.5,WB
1000D,"Dhubulia",10350,Y,05/08/2018,Truck,7.5,WB
1000D,"Naihati",8500,Y,05/08/2018,Truck,7.5,WB
1000D,"Berhampur (WB)",11500,Y,05/08/2018,Truck,7.5,WB
1000D,"Kaliachak",9750,Y,05/08/2018,Truck,7.5,WB
1000D,"Purulia",10925,Y,05/08/2018,Truck,7.5,WB
1000D,"Nandakumar",4400,Y,05/08/2018,Truck,7.5,WB
1000D,"Rampurhat",9775,Y,05/08/2018,Truck,7.5,WB
1000D,"Haldia",4200,Y,05/08/2018,Truck,7.5,WB
1000D,"Kakdwip",10500,Y,05/08/2018,Truck,7.5,WB
1000D,"Bankura",8625,Y,05/08/2018,Truck,7.5,WB
1000D,"Posta",8200,Y,05/08/2018,Truck,7.5,WB
1000D,"Niyamatpur",10120,Y,05/08/2018,Truck,7.5,WB
1000D,"Cotton Street",8200,Y,05/08/2018,Truck,7.5,WB
1000D,"Murshidabad",11500,Y,05/08/2018,Truck,7.5,WB
1000D,"Barasat",7950,Y,05/08/2018,Truck,7.5,WB
1000D,"Midnapur",5900,Y,05/08/2018,Truck,7.5,WB
1000D,"Jiaganj",11500,Y,05/08/2018,Truck,7.5,WB
1000D,"Asari",5893,Y,05/08/2018,Truck,7.5,WB
1000D,"Amtala",9000,Y,05/08/2018,Truck,7.5,WB
1000D,"Khardah",7800,Y,05/08/2018,Truck,7.5,WB
9110,"Haringhata",4200,Y,04/08/2018,Truck,4.5,WB
9110,"Bandel",3100,Y,04/08/2018,Truck,4.5,WB
9110,"Burdwan",4770,Y,04/08/2018,Truck,4.5,WB
9110,"Rajpur",2755,Y,04/08/2018,Truck,4.5,WB
9110,"Pandua",3600,Y,04/08/2018,Truck,4.5,WB
9110,"Beldanga",7400,Y,04/08/2018,Truck,4.5,WB
9110,"Krishnanagar",5210,Y,04/08/2018,Truck,4.5,WB
9110,"Bishnupur",6160,Y,04/08/2018,Truck,2.8,WB
9108,"Agartala",58000,Y,04/08/2018,Truck,20,TR
9110,"Khanakul",4000,Y,04/08/2018,Truck,4.5,WB
9110,"Chanditala",2800,Y,04/08/2018,Truck,4.5,WB
9110,"Canning",3800,Y,04/08/2018,Truck,4.5,WB
9110,"Ranaghat",5020,Y,04/08/2018,Truck,4.5,WB
9110,"Batanagar",2700,Y,04/08/2018,Truck,4.5,WB
9110,"Amtala",3000,Y,04/08/2018,Truck,4.5,WB
9110,"Khargram",8900,Y,04/08/2018,Truck,4.5,WB
9110,"Kandi",8154,Y,04/08/2018,Truck,2.8,WB
9110,"Naihati",3500,Y,04/08/2018,Truck,4.5,WB
1000D,"Gorakhpur",48400,Y,04/08/2018,Truck,20,UPE
9110,"Jangipur",6800,Y,04/08/2018,Truck,9,WB
9110,"North Bawali",3000,Y,04/08/2018,Truck,4.5,WB
9110,"Hooghly",3050,Y,04/08/2018,Truck,4.5,WB
9110,"Katwa",5300,Y,04/08/2018,Truck,4.5,WB
9110,"Howrah",2000,Y,04/08/2018,Truck,4.5,WB
5000D,"Malegaon",49920,Y,03/08/2018,Truck,16,MH
1000D,"Gwalior",62181,Y,03/08/2018,Truck,21,MP
1000D,"Raghunathganj",9844,Y,03/08/2018,Truck,7.5,WB
1000D,"Indore",61425,Y,03/08/2018,Truck,21,MP
1000D,"Hind Motor",7400,Y,02/08/2018,Truck,7.5,WB
1000D,"Kharagpur",7400,Y,02/08/2018,Truck,7.5,WB
1000D,"Amta",7300,Y,02/08/2018,Truck,7.5,WB
1000D,"Baruipur",8600,Y,02/08/2018,Truck,7.5,WB
1000D,"Belda",5880,Y,02/08/2018,Truck,7.5,WB
1000D,"Canning",10500,Y,02/08/2018,Truck,7.5,WB
1000D,"Pandua",7400,Y,02/08/2018,Truck,7.5,WB
1000D,"Bangaon",10000,Y,02/08/2018,Truck,7.5,WB
1000D,"Arambag",7300,Y,02/08/2018,Truck,7.5,WB
1000D,"Nalikul",8000,Y,02/08/2018,Truck,7.5,WB
1000D,"Metiaburz",7500,Y,02/08/2018,Truck,7.5,WB
1000D,"Khanakul",7420,Y,02/08/2018,Truck,7.5,WB
1000D,"Habra",10000,Y,02/08/2018,Truck,7.5,WB
1000D,"Rajarhat",8200,Y,02/08/2018,Truck,7.5,WB
1000D,"Debra",5460,Y,02/08/2018,Truck,7.5,WB
1000D,"Jhargram",6300,Y,02/08/2018,Truck,7.5,WB
1000D,"Hoogley",7300,Y,02/08/2018,Truck,7.5,WB
1000D,"Jagatdal",8300,Y,02/08/2018,Truck,7.5,WB
1000D,"Barrackpur",8300,Y,02/08/2018,Truck,7.5,WB
1000D,"Panskura",5460,Y,02/08/2018,Truck,7.5,WB
1000D,"Uluberia",7000,Y,02/08/2018,Truck,7.5,WB
1000D,"Bandel",8500,Y,02/08/2018,Truck,7.5,WB
1000D,"Basirhat",10000,Y,02/08/2018,Truck,7.5,WB
1000D,"Champadanga",8500,Y,02/08/2018,Truck,7.5,WB
1000D,"Kanchrapara",8500,Y,02/08/2018,Truck,7.5,WB
1000D,"Rajpur",8400,Y,02/08/2018,Truck,7.5,WB
5000D,"Jalgaon",42302,Y,31/07/2018,Truck,16,MH
1000D,"Nadia",9140,Y,31/07/2018,Truck,7.5,WB
5000D,"Ghoti",44963,Y,31/07/2018,Truck,16,MH
5000D,"Nasik",44963,Y,31/07/2018,Truck,16,MH
1000D,"Ratnagiri",71200,Y,31/07/2018,Truck,16,MH
5000D,"Ahmednagar",54812,Y,27/07/2018,Truck,16,MH
9110,"Hind Motor",4403,Y,26/07/2018,Truck,4.5,WB
9110,"Gopalnagar",10018,Y,26/07/2018,Truck,7.5,WB
9411,"Jalandhar",3021,Y,25/07/2018,Truck,4.5,PB
9302KP,"Raigad",4068,Y,25/07/2018,Truck,4.5,MH
9411,"Malerkotla",3600,Y,25/07/2018,Truck,4.5,PB
9116,"Dharamnagar",31140,Y,25/07/2018,20,TR,
9302,"Raigad",4068,Y,25/07/2018,Truck,4.5,MH
9417,"Uttam Nagar",2160,Y,25/07/2018,Truck,4.5,DL
9417,"Bhawana",2250,Y,25/07/2018,Truck,4.5,DL
